"Geolocation","Threshold/Incidence/Parameters","Year","Value (Reported value — see source for units)","Source status","Release","Source"
"....Cotabato c/","Poverty Incidence among Population (%)","2018","29.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Poverty Incidence among Population (%)","2021","31.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Poverty Incidence among Population (%)","2023","23.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Coefficient of Variation","2018","9.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Coefficient of Variation","2021","9.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Coefficient of Variation","2023","12.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Standard Error","2018","2.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Standard Error","2021","2.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","Standard Error","2023","3.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","95% Confidence Interval (Lower Limit)","2018","23.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","95% Confidence Interval (Lower Limit)","2021","26.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","95% Confidence Interval (Lower Limit)","2023","17.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","95% Confidence Interval (Upper Limit)","2018","34.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","95% Confidence Interval (Upper Limit)","2021","37.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Cotabato c/","95% Confidence Interval (Upper Limit)","2023","30","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2018","23281.54","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2021","24070.42","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2023","27755.07","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Poverty Incidence among Population (%)","2018","41.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Poverty Incidence among Population (%)","2021","41.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Poverty Incidence among Population (%)","2023","30.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Coefficient of Variation","2018","8.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Coefficient of Variation","2021","6.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Coefficient of Variation","2023","9.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Standard Error","2018","3.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Standard Error","2021","2.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","Standard Error","2023","2.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","95% Confidence Interval (Lower Limit)","2018","35.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","95% Confidence Interval (Lower Limit)","2021","35.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","95% Confidence Interval (Lower Limit)","2023","24.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","95% Confidence Interval (Upper Limit)","2018","48.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","95% Confidence Interval (Upper Limit)","2021","46.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sarangani 2/, 3/","95% Confidence Interval (Upper Limit)","2023","36.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","25107.34","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","24219.19","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","28134.03","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Poverty Incidence among Population (%)","2018","20.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Poverty Incidence among Population (%)","2021","18.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Poverty Incidence among Population (%)","2023","17.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Coefficient of Variation","2018","13.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Coefficient of Variation","2021","13","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Coefficient of Variation","2023","13.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Standard Error","2018","2.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Standard Error","2021","2.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","Standard Error","2023","2.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","14.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","13.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","13.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","25.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","23","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....South Cotabato (w/o the City of Gen. Santos) a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","22.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","25517.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","24929.88","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","28580.13","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2018","14.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2021","14.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Poverty Incidence among Population (%)","2023","8.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Coefficient of Variation","2018","12.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Coefficient of Variation","2021","10.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Coefficient of Variation","2023","15.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Standard Error","2018","1.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Standard Error","2021","1.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","Standard Error","2023","1.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2018","11.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2021","11.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","95% Confidence Interval (Lower Limit)","2023","5.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2018","18.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2021","16.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....City of General Santos (Dadiangas) 2/, 3/, a/, b/, c/","95% Confidence Interval (Upper Limit)","2023","10.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Annual Per Capita Poverty Threshold (in PhP)","2018","23775.15","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Annual Per Capita Poverty Threshold (in PhP)","2021","25295.16","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Annual Per Capita Poverty Threshold (in PhP)","2023","29215.48","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Poverty Incidence among Population (%)","2018","31.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Poverty Incidence among Population (%)","2021","30.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Poverty Incidence among Population (%)","2023","34.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Coefficient of Variation","2018","8.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Coefficient of Variation","2021","9.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Coefficient of Variation","2023","10","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Standard Error","2018","2.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Standard Error","2021","2.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","Standard Error","2023","3.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","95% Confidence Interval (Lower Limit)","2018","26.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","95% Confidence Interval (Lower Limit)","2021","24.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","95% Confidence Interval (Lower Limit)","2023","27.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","95% Confidence Interval (Upper Limit)","2018","36.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","95% Confidence Interval (Upper Limit)","2021","35.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Sultan Kudarat c/","95% Confidence Interval (Upper Limit)","2023","41.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2018","25374.54","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2021","27334.81","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Annual Per Capita Poverty Threshold (in PhP)","2023","29564.74","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Poverty Incidence among Population (%)","2018","30.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Poverty Incidence among Population (%)","2021","33.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Poverty Incidence among Population (%)","2023","20.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Coefficient of Variation","2018","3.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Coefficient of Variation","2021","3.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Coefficient of Variation","2023","4.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Standard Error","2018","1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Standard Error","2021","1.1","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","Standard Error","2023","0.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","95% Confidence Interval (Lower Limit)","2018","28.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","95% Confidence Interval (Lower Limit)","2021","31","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","95% Confidence Interval (Lower Limit)","2023","18.9","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","95% Confidence Interval (Upper Limit)","2018","32.5","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","95% Confidence Interval (Upper Limit)","2021","35.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"..Region XIII (Caraga) 2/, 3/","95% Confidence Interval (Upper Limit)","2023","22.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Annual Per Capita Poverty Threshold (in PhP)","2018","23584.64","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Annual Per Capita Poverty Threshold (in PhP)","2021","27090.07","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Annual Per Capita Poverty Threshold (in PhP)","2023","29101.36","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Poverty Incidence among Population (%)","2018","27.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Poverty Incidence among Population (%)","2021","32.4","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Poverty Incidence among Population (%)","2023","22.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Coefficient of Variation","2018","7.8","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Coefficient of Variation","2021","6.7","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Coefficient of Variation","2023","10.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Standard Error","2018","2.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Standard Error","2021","2.2","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","Standard Error","2023","2.3","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
"....Agusan del Norte (w/o the City of Butuan) 2/, c/","95% Confidence Interval (Lower Limit)","2018","23.6","","2026-08-03T13-49-16-ffb070b97929","https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1F__FY/0041F3DF02A.px"
